;vegnr;vegkategori;Antall siffer;bbox
2250;FV5122;F;4;6.196,60.3882,6.2578,60.417
2251;FV5124;F;4;6.2673,60.3967,6.2729,60.403
2252;FV5126;F;4;5.8331,60.3906,5.8426,60.4158
2253;FV5128;F;4;5.7899,60.3775,5.8946,60.4632
2254;FV513;F;3;5.6076,59.429,5.6431,59.514
2255;FV5130;F;4;5.656,60.3348,5.6943,60.3645
2256;FV5132;F;4;5.7311,60.3722,5.7699,60.4019
2257;FV5136;F;4;5.1759,59.9746,5.2109,60.0069
2258;FV5138;F;4;5.079,59.9853,5.1954,60.0102
2259;FV514;F;3;5.8062,59.5444,5.8624,59.6043
2260;FV5141;F;4;5.2223,60.0931,5.2255,60.0948
2261;FV5142;F;4;5.0965,60.1056,5.1763,60.1338
2262;FV5144;F;4;5.2219,60.0183,5.2585,60.0805
2263;FV5146;F;4;5.1834,60.0334,5.2269,60.0783
2264;FV5148;F;4;5.0543,60.119,5.0965,60.1331
2265;FV515;F;3;5.4595,59.3334,5.8576,59.4375
2266;FV5150;F;4;5.3645,60.1344,5.445,60.1721
2267;FV5152;F;4;5.4078,60.1691,5.4244,60.184
2268;FV5154;F;4;5.3305,60.1564,5.4437,60.2044
2269;FV5156;F;4;5.3872,60.1983,5.4296,60.2272
2270;FV5158;F;4;5.3461,60.1894,5.3889,60.2633
2271;FV516;F;3;5.7375,58.8358,5.8526,58.9304
2272;FV5160;F;4;5.4306,60.2665,5.5341,60.3333
2273;FV5162;F;4;5.4175,60.2758,5.5035,60.3388
2274;FV5164;F;4;5.3512,60.2617,5.3947,60.2874
2275;FV5166;F;4;5.3311,60.2628,5.3545,60.278
2276;FV5168;F;4;5.303,60.2615,5.3299,60.2749
2277;FV517;F;3;6.0221,59.3355,6.1524,59.4
2278;FV5170;F;4;5.2769,60.2908,5.2898,60.3109
2279;FV5172;F;4;5.2533,60.2832,5.3244,60.2934
2280;FV5174;F;4;5.2595,60.2895,5.2685,60.3052
2281;FV5176;F;4;5.256,60.2487,5.2659,60.2635
2282;FV5178;F;4;5.2228,60.2721,5.2516,60.2774
2283;FV5180;F;4;5.2336,60.2836,5.2512,60.292
2284;FV5182;F;4;5.2111,60.2773,5.2529,60.2978
2285;FV5184;F;4;5.2226,60.3113,5.2676,60.3185
2286;FV5186;F;4;5.2706,60.2968,5.33,60.3145
2287;FV5188;F;4;5.3083,60.3018,5.3275,60.3073
2288;FV519;F;3;5.6976,58.9304,6.0648,59.3536
2289;FV5190;F;4;5.3432,60.2927,5.3562,60.3131
2290;FV5192;F;4;5.3633,60.3039,5.4432,60.3195
2291;FV5194;F;4;5.361,60.3076,5.3783,60.3223
2292;FV5196;F;4;5.3546,60.3156,5.3707,60.3223
2293;FV5198;F;4;5.3639,60.3224,5.3948,60.3462
2294;FV520;F;3;6.2001,59.4831,6.7635,59.8145
2295;FV5200;F;4;5.3374,60.3367,5.3451,60.347
2296;FV5202;F;4;5.2253,60.3592,5.2337,60.3655
2297;FV5206;F;4;5.2611,60.3855,5.2725,60.3872
2298;FV5208;F;4;5.2282,60.3703,5.2352,60.393
2299;FV521;F;3;5.4175,59.0068,5.6351,59.0576
2300;FV5210;F;4;5.2024,60.3699,5.2286,60.3858
2301;FV5212;F;4;5.1759,60.3704,5.197,60.3767
2302;FV5214;F;4;5.2242,60.3501,5.2318,60.3609
2303;FV5216;F;4;5.1794,60.3337,5.236,60.3763
2304;FV5218;F;4;5.0774,60.222,5.2403,60.2674
2305;FV522;F;3;6.8447,62.4761,6.8644,62.4811
2306;FV5220;F;4;5.1025,60.1842,5.1092,60.1935
2307;FV5221;F;4;5.0895,60.1782,5.1032,60.1943
2308;FV5222;F;4;5.0436,60.1709,5.0871,60.2086
2309;FV5224;F;4;5.0401,60.2044,5.0642,60.2454
2310;FV5226;F;4;4.9773,60.2406,5.0442,60.2629
2311;FV5228;F;4;5.0317,60.2709,5.0678,60.283
2312;FV523;F;3;5.9368,58.906,6.1102,59.0363
2313;FV5230;F;4;5.083,60.2779,5.1145,60.2962
2314;FV5232;F;4;5.0309,60.3016,5.041,60.3274
2315;FV5234;F;4;5.1015,60.2963,5.1355,60.3479
2316;FV5236;F;4;5.1628,60.298,5.1931,60.3469
2317;FV5238;F;4;4.9526,60.312,4.9934,60.3595
2318;FV5239;F;4;5.1531,60.3703,5.1605,60.3749
2319;FV5240;F;4;5.1101,60.3529,5.1515,60.3887
2320;FV5242;F;4;4.9848,60.3259,5.0764,60.405
2321;FV5244;F;4;4.9654,60.4046,4.9998,60.4379
2322;FV5246;F;4;5.1452,60.4061,5.196,60.4268
2323;FV5248;F;4;5.1736,60.394,5.1814,60.4077
2324;FV525;F;3;5.0414,60.6269,5.1164,60.6488
2325;FV5252;F;4;5.2386,60.4154,5.2486,60.4253
2326;FV5254;F;4;5.1969,60.4115,5.2282,60.4239
2327;FV5256;F;4;5.1804,60.4413,5.2271,60.4483
2328;FV5258;F;4;5.1652,60.4309,5.189,60.4348
2329;FV526;F;3;6.1845,62.4904,6.6307,62.5246
2330;FV5262;F;4;5.0775,60.465,5.1419,60.474
2331;FV5264;F;4;5.0568,60.5016,5.0864,60.5269
2332;FV5266;F;4;4.9532,60.5008,5.0863,60.57
2333;FV5268;F;4;4.9984,60.4044,5.0036,60.4289
2334;FV527;F;3;6.265,62.5311,6.5067,62.5859
2335;FV5276;F;4;4.809,60.5597,4.8617,60.5686
2336;FV5278;F;4;4.7903,60.6099,4.8256,60.662
2337;FV528;F;3;6.509,62.7863,6.6538,62.8095
2338;FV5280;F;4;4.8127,60.5892,4.8466,60.6057
2339;FV5284;F;4;4.798,60.6369,4.8031,60.6409
2340;FV5286;F;4;5.139,60.3341,5.1613,60.3534
2341;FV5288;F;4;4.9189,60.4498,4.9543,60.4626
2342;FV529;F;3;6.9947,62.7792,7.2452,62.8179
2343;FV5290;F;4;5.4514,60.3555,5.4813,60.3611
2344;FV5292;F;4;5.4643,60.3611,5.4829,60.3804
2345;FV5294;F;4;5.4371,60.3742,5.4684,60.4205
2346;FV5296;F;4;5.4244,60.4429,5.4513,60.4609
2347;FV5298;F;4;5.2973,60.4643,5.3136,60.4717
2348;FV53;F;2;7.4107,61.151,8.2376,61.3116
2349;FV530;F;3;6.8846,62.7807,6.9299,62.8318
2350;FV5300;F;4;5.2628,60.4712,5.3276,60.5164
2351;FV5302;F;4;5.2728,60.4548,5.3182,60.4704
2352;FV5304;F;4;5.3338,60.4604,5.3721,60.4752
2353;FV5305;F;4;5.3524,60.4765,5.3716,60.4846
2354;FV5306;F;4;5.2572,60.4623,5.3258,60.4875
2355;FV5308;F;4;5.1066,60.5186,5.2388,60.5447
2356;FV531;F;3;6.7675,62.8038,6.8896,62.8103
2357;FV5310;F;4;5.1355,60.5287,5.2486,60.5873
2358;FV5312;F;4;5.1773,60.5407,5.2065,60.5522
2359;FV5314;F;4;5.1566,60.5302,5.1623,60.5415
2360;FV5316;F;4;5.0195,60.5507,5.0553,60.5608
2361;FV5318;F;4;4.9634,60.5686,5.0729,60.6034
2362;FV532;F;3;7.4401,62.8984,7.7686,62.968
2363;FV5320;F;4;5.1988,60.5217,5.2,60.5282
2364;FV5322;F;4;5.3578,60.3473,5.3601,60.3579
2365;FV5324;F;4;5.3507,60.3563,5.3659,60.3629
2366;FV5325;F;4;5.3466,60.3718,5.3517,60.3736
2367;FV5328;F;4;5.3402,60.356,5.3473,60.3717
2368;FV533;F;3;8.0554,63.3555,8.1475,63.4583
2369;FV5332;F;4;5.3283,60.3792,5.3351,60.388
2370;FV5334;F;4;5.3185,60.3904,5.323,60.3925
2371;FV5336;F;4;5.0745,60.3418,5.1016,60.3614
2372;FV5338;F;4;5.332,60.3863,5.3358,60.3903
2373;FV534;F;3;6.2931,62.4688,6.3645,62.4715
2374;FV5342;F;4;5.3211,60.3955,5.3282,60.4092
2375;FV5346;F;4;5.3186,60.5134,5.3333,60.5231
2376;FV5347;F;4;5.3139,60.3909,5.3252,60.3953
2377;FV5348;F;4;5.3048,60.3931,5.3214,60.3999
2378;FV5350;F;4;5.3147,60.3898,5.3224,60.3918
2379;FV5352;F;4;5.3168,60.3816,5.3328,60.3861
2380;FV5354;F;4;5.4605,60.4203,5.5163,60.4469
2381;FV5356;F;4;5.4695,60.3937,5.4754,60.4268
2382;FV5358;F;4;5.2957,60.3616,5.3044,60.3845
2383;FV536;F;3;6.2008,62.4606,6.3004,62.473
2384;FV5360;F;4;5.2841,60.3555,5.2957,60.3633
2385;FV5362;F;4;5.2599,60.3344,5.2817,60.3528
2386;FV5364;F;4;5.2936,60.3438,5.3013,60.3572
2387;FV5366;F;4;5.2971,60.3409,5.3068,60.3616
2388;FV5368;F;4;5.2815,60.3266,5.3057,60.3483
2389;FV537;F;3;7.1461,62.734,7.175,62.7378
2390;FV5370;F;4;5.3032,60.3543,5.3114,60.3708
2391;FV5372;F;4;5.3011,60.3294,5.3289,60.3413
2392;FV5374;F;4;6.9164,60.5603,7.0355,60.59
2393;FV5376;F;4;6.9233,60.5449,6.9525,60.5706
2394;FV5378;F;4;6.7494,60.4603,6.8365,60.4888
2395;FV538;F;3;7.1716,62.7397,7.2774,62.7667
2396;FV5380;F;4;6.7227,60.5587,6.9164,60.5956
2397;FV5381;F;4;6.916,60.5687,6.9406,60.5796
2398;FV5382;F;4;6.6866,60.5651,6.6935,60.5729
2399;FV5384;F;4;6.5361,60.6053,6.5866,60.614
2400;FV5386;F;4;6.465,60.6358,6.9372,60.7057
2401;FV5388;F;4;6.4941,60.6448,6.5337,60.6733
2402;FV539;F;3;7.7274,63.1153,7.7327,63.1231
2403;FV5390;F;4;6.4357,60.6543,6.5096,60.7229
2404;FV5392;F;4;6.4295,60.5161,6.4775,60.629
2405;FV5394;F;4;6.2766,60.6016,6.43,60.6298
2406;FV5396;F;4;6.2222,60.6223,6.3279,60.645
2407;FV5398;F;4;6.1525,60.8004,6.2701,60.8344
2408;FV540;F;3;5.2658,60.3332,5.3137,60.3815
2409;FV5400;F;4;5.8182,60.5196,6.279,60.6316
2410;FV5402;F;4;6.4134,60.6287,6.4359,60.6592
2411;FV5404;F;4;6.5584,60.7807,6.6443,60.8033
2412;FV5406;F;4;5.7302,60.673,5.7411,60.6775
2413;FV5408;F;4;5.7344,60.4763,5.7451,60.4793
2414;FV541;F;3;5.1719,59.5373,5.366,59.787
2415;FV5410;F;4;5.8383,60.6472,6.1585,60.802
2416;FV5412;F;4;5.8272,60.8158,5.9814,60.9393
2417;FV5416;F;4;5.4961,60.4511,5.5478,60.4567
2418;FV5418;F;4;5.4979,60.431,5.6923,60.5417
2419;FV542;F;3;5.1721,59.6986,5.4037,59.8165
2420;FV5420;F;4;5.4677,60.4532,5.4961,60.469
2421;FV5422;F;4;5.4815,60.4686,5.5543,60.5272
2422;FV5425;F;4;5.3441,60.5043,5.4291,60.5481
2423;FV5426;F;4;5.3938,60.5097,5.4375,60.5514
2424;FV5428;F;4;5.4095,60.5102,5.4865,60.5566
2425;FV543;F;3;5.6062,59.5965,5.7864,59.7382
2426;FV5430;F;4;5.4956,60.5232,5.5546,60.5896
2427;FV5432;F;4;5.5083,60.5965,5.5299,60.6057
2428;FV5434;F;4;5.3041,60.799,5.3837,60.8229
2429;FV5436;F;4;5.2582,60.8352,5.4595,61.0165
2430;FV5438;F;4;5.1995,60.8444,5.2655,60.8895
2431;FV544;F;3;5.4847,59.7751,5.5011,59.7912
2432;FV5442;F;4;5.5782,60.8765,6.1328,61.1304
2433;FV5444;F;4;5.5812,60.8736,5.5883,60.8754
2434;FV5446;F;4;5.5137,60.8503,5.5905,60.8745
2435;FV5448;F;4;5.3171,60.6294,5.3625,60.6355
2436;FV545;F;3;5.3174,59.7639,5.4533,59.9648
2437;FV5450;F;4;5.2282,60.6139,5.3184,60.6838
2438;FV5452;F;4;5.3377,60.5662,5.3784,60.6296
2439;FV5454;F;4;5.2799,60.5419,5.2879,60.5467
2440;FV5456;F;4;5.3981,60.6032,5.4793,60.6267
2441;FV5458;F;4;5.3897,60.6269,5.4743,60.6957
2442;FV546;F;3;5.1642,59.9683,5.3461,60.2938
2443;FV5460;F;4;5.3681,60.6102,5.431,60.6678
2444;FV5462;F;4;5.2165,60.7234,5.2762,60.7323
2445;FV5464;F;4;5.2696,60.6084,5.3964,60.7302
2446;FV5466;F;4;5.1666,60.7221,5.2171,60.7349
2447;FV5468;F;4;5.2415,60.7003,5.3257,60.7241
2448;FV547;F;3;5.1832,59.1466,5.2932,59.3422
2449;FV5470;F;4;5.1611,60.7349,5.1834,60.7601
2450;FV5472;F;4;5.2339,60.6168,5.2722,60.6451
2451;FV5474;F;4;5.2115,60.6054,5.2876,60.6362
2452;FV5476;F;4;5.109,60.5709,5.2381,60.6942
2453;FV5478;F;4;5.1786,60.589,5.1809,60.6033
2454;FV548;F;3;5.7496,59.7156,6.1057,59.8366
2455;FV5480;F;4;5.128,60.6033,5.1882,60.6324
2456;FV5482;F;4;5.1387,60.6209,5.1472,60.6325
2457;FV5484;F;4;4.8998,60.6423,5.0429,60.7446
2458;FV5486;F;4;4.9704,60.6355,5.0418,60.6429
2459;FV5488;F;4;5.0222,60.6511,5.0527,60.6852
2460;FV549;F;3;5.427,59.886,5.8539,60.2032
2461;FV5490;F;4;4.9813,60.6635,5.0233,60.6777
2462;FV5492;F;4;5.036,60.6913,5.042,60.7096
2463;FV5494;F;4;4.8841,60.689,4.9353,60.7108
2464;FV5496;F;4;5.093,60.7316,5.163,60.7687
2465;FV5498;F;4;5.0588,60.7578,5.093,60.761
2466;FV55;F;2;5.8164,61.1111,8.5683,61.8376
2467;FV550;F;3;6.2381,60.0914,6.7191,60.4719
2468;FV5500;F;4;4.9688,60.7672,5.0089,60.7855
2469;FV5502;F;4;4.9329,60.7631,4.9524,60.7773
2470;FV5504;F;4;4.9354,60.7858,4.9416,60.7882
2471;FV5506;F;4;4.8853,60.7609,4.9161,60.7644
2472;FV5508;F;4;4.8652,60.7843,4.8752,60.8011
2473;FV5510;F;4;4.7037,60.7561,4.7392,60.785
2474;FV5512;F;4;4.8064,60.7897,4.8343,60.8098
2475;FV552;F;3;5.453,60.181,5.7529,60.2421
2476;FV553;F;3;5.2917,59.3094,5.4496,59.3209
2477;FV554;F;3;5.329,59.3147,5.3715,59.3972
2478;FV556;F;3;5.2674,60.3046,5.3369,60.3502
2479;FV557;F;3;5.2502,60.289,5.273,60.3712
2480;FV558;F;3;5.2193,60.3402,5.3118,60.3911
2481;FV5582;F;4;4.8378,60.8494,5.0747,60.9187
2482;FV5583;F;4;5.0172,60.9864,5.0562,61.0246
2483;FV5584;F;4;5.186,60.9613,5.3788,61.0268
2484;FV5586;F;4;5.5094,61.0545,5.8231,61.1252
2485;FV559;F;3;6.4008,60.627,6.4518,60.6373
2486;FV5591;F;4;4.6653,61.0077,4.7427,61.0967
2487;FV5592;F;4;4.8968,61.135,4.9285,61.214
2488;FV5596;F;4;5.4658,61.1444,5.5304,61.1639
2489;FV5597;F;4;5.3958,61.2001,5.8099,61.2575
2490;FV560;F;3;5.0642,60.1863,5.1574,60.3508
2491;FV5600;F;4;6.3466,61.0022,6.5805,61.1024
2492;FV5601;F;4;6.5769,61.0309,6.6611,61.0861
2493;FV5602;F;4;6.6383,61.0501,6.9398,61.1753
2494;FV5603;F;4;6.9163,61.0391,6.9913,61.0723
2495;FV5606;F;4;6.5641,61.254,6.5804,61.2981
2496;FV5609;F;4;6.8413,61.1792,6.8637,61.1897
2497;FV561;F;3;4.8121,60.351,5.0791,60.6232
2498;FV5610;F;4;6.7974,61.188,6.8107,61.1897
2499;FV5611;F;4;6.7536,61.1831,6.7756,61.1873
2500;FV5613;F;4;6.918,61.23,7.0971,61.3404
2501;FV5614;F;4;7.0314,61.2279,7.0834,61.2384
2502;FV5616;F;4;6.9753,61.1492,7.1769,61.2065
2503;FV5617;F;4;6.729,61.375,6.7652,61.423
2504;FV562;F;3;5.0536,60.3721,5.2188,60.5023
2505;FV5623;F;4;6.838,60.8775,6.8691,60.9149
2506;FV5624;F;4;7.1042,60.8601,7.1123,60.8639
2507;FV5625;F;4;7.1841,60.9071,7.1974,60.952
2508;FV5626;F;4;7.0573,60.8989,7.0982,60.9491
2509;FV5627;F;4;7.187,60.8983,7.4633,61.106
2510;FV5629;F;4;7.8151,61.0586,7.8528,61.0815
2511;FV563;F;3;5.14,60.4026,5.2393,60.5011
2512;FV5630;F;4;7.52,61.0383,7.6392,61.0574
2513;FV5631;F;4;7.8106,61.3091,7.8805,61.3473
2514;FV5632;F;4;7.7654,61.3111,7.7903,61.3382
2515;FV5633;F;4;7.6528,61.2358,7.7118,61.2629
2516;FV5637;F;4;7.3126,61.2908,7.6042,61.4898
2517;FV5638;F;4;7.6887,61.4951,7.7355,61.5431
2518;FV5639;F;4;7.5993,61.4914,7.6112,61.5369
2519;FV564;F;3;5.0495,60.5149,5.2582,60.5686
2520;FV5640;F;4;7.2538,61.3452,7.2827,61.3707
2521;FV5641;F;4;6.9853,61.3088,7.2267,61.5054
2522;FV5642;F;4;7.2129,61.2966,7.2481,61.3034
2523;FV565;F;3;4.9151,60.5576,5.2701,60.8043
2524;FV5650;F;4;5.1792,61.1483,5.2961,61.1717
2525;FV5651;F;4;5.2681,61.1139,5.2901,61.1386
2526;FV5653;F;4;5.3772,61.1051,5.502,61.1596
2527;FV5654;F;4;5.3423,61.159,5.3819,61.1729
2528;FV5655;F;4;4.7398,61.2233,5.2029,61.3483
2529;FV5658;F;4;5.1055,61.3295,5.1873,61.3592
2530;FV5659;F;4;5.0317,61.3463,5.0743,61.4013
2531;FV566;F;3;5.4756,60.4226,5.5493,60.5043
2532;FV5660;F;4;4.8861,61.3203,5.0253,61.3811
2533;FV5661;F;4;4.9783,61.4061,5.1641,61.4318
2534;FV5662;F;4;4.7347,61.3038,5.0711,61.3453
2535;FV5663;F;4;4.6156,61.284,4.7065,61.3099
2536;FV5664;F;4;4.6233,61.2809,4.6328,61.2889
2537;FV5665;F;4;5.3142,61.4332,5.3486,61.4603
2538;FV567;F;3;5.3769,60.489,5.5871,60.6198
2539;FV5670;F;4;5.2002,61.3438,5.2691,61.3491
2540;FV5671;F;4;5.4126,61.3135,5.5112,61.3374
2541;FV5672;F;4;5.3937,61.2542,5.4441,61.2576
2542;FV5673;F;4;6.056,61.3309,6.1167,61.3519
2543;FV5674;F;4;5.9355,61.3269,5.9789,61.3348
2544;FV5675;F;4;5.8529,61.3207,5.9413,61.34
2545;FV5676;F;4;5.6838,61.3629,5.7453,61.3848
2546;FV5678;F;4;5.4609,61.3738,5.6536,61.3832
2547;FV568;F;3;4.7055,60.7672,4.9153,60.7918
2548;FV5682;F;4;5.872,61.3936,5.9317,61.4308
2549;FV5683;F;4;6.2307,61.3947,6.448,61.4266
2550;FV5684;F;4;5.8898,61.4595,5.9816,61.4918
2551;FV5685;F;4;5.7117,61.4667,5.7983,61.4927
2552;FV5688;F;4;6.232,61.5295,6.2655,61.5496
2553;FV5689;F;4;6.5297,61.6006,6.7494,61.6199
2554;FV569;F;3;5.6329,60.6123,5.8425,60.8187
2555;FV5690;F;4;6.1128,61.4917,6.4707,61.5556
2556;FV5691;F;4;5.7239,61.5192,5.995,61.5986
2557;FV5692;F;4;5.7511,61.5203,5.8168,61.5331
2558;FV5693;F;4;5.7554,61.5318,5.7913,61.5517
2559;FV5694;F;4;5.7606,61.5434,5.7858,61.5753
2560;FV5696;F;4;5.4114,61.5306,5.5005,61.576
2561;FV5697;F;4;5.2078,61.5626,5.3689,61.5987
2562;FV5698;F;4;5.3302,61.6404,5.6024,61.6935
2563;FV5699;F;4;5.058,61.5363,5.1955,61.5651
2564;FV57;F;2;5.0036,60.5454,5.7978,61.3859
2565;FV570;F;3;5.1136,60.6646,5.486,60.8541
2566;FV5701;F;4;4.9216,61.5007,4.9697,61.5298
2567;FV5702;F;4;4.7898,61.5625,4.853,61.5725
2568;FV5703;F;4;4.7937,61.5856,4.8228,61.5894
2569;FV5704;F;4;5.0388,61.5924,5.1364,61.6028
2570;FV5706;F;4;4.9009,61.8363,4.9895,61.842
2571;FV571;F;3;5.309,60.8304,5.4978,60.9351
2572;FV5710;F;4;5.1771,61.7698,5.2992,61.7783
2573;FV5711;F;4;4.9705,61.6359,5.1986,61.7585
2574;FV5712;F;4;5.136,61.8404,5.1562,61.8742
2575;FV5714;F;4;5.0316,61.9027,5.1135,61.9191
2576;FV5715;F;4;5.0469,61.9232,5.1123,61.9712
2577;FV5716;F;4;4.9962,61.9814,5.138,62.0269
2578;FV5717;F;4;5.0899,61.985,5.1538,62.013
2579;FV5718;F;4;5.1352,61.9252,5.1911,61.9869
2580;FV572;F;3;6.8242,60.4858,6.9166,60.5679
2581;FV5720;F;4;7.1056,61.8956,7.1346,61.918
2582;FV5721;F;4;6.617,61.8886,6.6398,61.8919
2583;FV5722;F;4;6.8785,61.9345,7.0366,61.9542
2584;FV5723;F;4;6.8459,61.7927,7.0114,61.8725
2585;FV5724;F;4;6.7865,61.6632,6.8364,61.8352
2586;FV5725;F;4;6.3564,61.8038,6.5195,61.8269
2587;FV573;F;3;5.2403,60.2562,5.264,60.2887
2588;FV5730;F;4;5.9125,61.6598,5.948,61.7309
2589;FV5731;F;4;6.1103,61.7777,6.2168,61.8234
2590;FV5732;F;4;6.0945,61.763,6.1805,61.7853
2591;FV5733;F;4;6.2001,61.6722,6.3845,61.7692
2592;FV5734;F;4;6.4039,61.6744,6.4164,61.7378
2593;FV5735;F;4;6.4117,61.7232,6.5143,61.7344
2594;FV5736;F;4;6.3937,61.7388,6.4628,61.7447
2595;FV5738;F;4;6.5089,61.7104,6.6188,61.7453
2596;FV574;F;3;5.2414,60.3249,5.2737,60.3606
2597;FV5742;F;4;6.0792,61.835,6.6092,61.8935
2598;FV5744;F;4;6.0909,61.9148,6.3987,61.9671
2599;FV5745;F;4;6.0047,61.9031,6.0949,61.9144
2600;FV5746;F;4;5.7336,61.8682,5.9929,61.9062
2601;FV5747;F;4;5.727,61.915,5.8981,61.9476
2602;FV575;F;3;5.7249,59.9928,5.915,60.0601
2603;FV5750;F;4;5.1619,62.1211,5.3028,62.1966
2604;FV5751;F;4;5.296,62.119,5.3213,62.1557
2605;FV5752;F;4;5.3108,62.0444,5.3515,62.0769
2606;FV5753;F;4;5.158,62.1032,5.3152,62.1292
2607;FV576;F;3;5.9093,60.1642,6.1753,60.3015
2608;FV577;F;3;5.3152,60.3903,5.3336,60.414
2609;FV578;F;3;5.2813,60.4242,5.3527,60.4766
2610;FV579;F;3;5.484,60.1911,5.6723,60.3943
2611;FV5794;F;4;6.2378,61.9335,6.4136,62.0381
2612;FV581;F;3;11.1362,59.2731,11.3143,59.4377
2613;FV582;F;3;5.3299,60.3009,5.3554,60.3749
2614;FV5820;F;4;5.386,61.8473,5.3862,61.8478
2615;FV5829;F;4;6.4479,61.9693,6.5242,61.9815
2616;FV583;F;3;5.4501,60.1847,5.4689,60.2056
2617;FV5830;F;4;6.5043,61.9737,6.6464,61.9998
2618;FV584;F;3;5.3118,60.3717,5.3598,60.3832
2619;FV585;F;3;5.325,60.3363,5.3688,60.3933
2620;FV5850;F;4;5.531,61.9958,5.6559,62.036
2621;FV5852;F;4;5.4097,62.0961,5.6433,62.2075
2622;FV5854;F;4;5.7474,62.0701,5.8302,62.0939
2623;FV5856;F;4;5.6959,62.0444,5.7402,62.088
2624;FV5858;F;4;5.5159,62.0358,5.5308,62.0418
2625;FV5860;F;4;5.4176,62.1983,5.5693,62.2631
2626;FV5862;F;4;5.3481,62.1941,5.4783,62.2213
2627;FV5864;F;4;5.644,62.2196,5.6977,62.2253
2628;FV5866;F;4;5.5335,62.2102,5.5785,62.2245
2629;FV5868;F;4;5.5314,62.2157,5.7168,62.3031
2630;FV587;F;3;5.3566,60.3148,5.4725,60.4169
2631;FV5870;F;4;5.7817,62.2139,5.8106,62.2502
2632;FV5872;F;4;5.7078,62.3315,5.7403,62.3558
2633;FV5874;F;4;5.656,62.326,5.7009,62.3302
2634;FV5876;F;4;5.6163,62.3346,5.6939,62.4084
2635;FV5878;F;4;5.5989,62.3378,5.6342,62.3446
2636;FV588;F;3;5.3188,60.3861,5.3236,60.3894
2637;FV5880;F;4;5.5452,62.3346,5.6,62.3666
2638;FV5882;F;4;5.819,62.3427,5.871,62.4109
2639;FV5884;F;4;5.7884,62.3031,5.866,62.3289
2640;FV5886;F;4;5.9679,62.3091,6.0787,62.3686
2641;FV5888;F;4;6.0083,62.3705,6.0354,62.4012
2642;FV589;F;3;5.3211,60.388,5.3224,60.3898
2643;FV5890;F;4;5.8432,62.0044,6.0332,62.1629
2644;FV5891;F;4;6.0686,62.0559,6.3415,62.0832
2645;FV5892;F;4;6.4136,62.0372,6.6104,62.1364
2646;FV5894;F;4;6.0875,62.146,6.2297,62.1587
2647;FV5896;F;4;5.9382,62.1662,6.0874,62.2295
2648;FV5898;F;4;6.0809,62.1801,6.0825,62.1826
2649;FV59;F;2;9.5879,59.1851,9.6163,59.206
2650;FV5900;F;4;6.1962,62.1827,6.284,62.2305
2651;FV5902;F;4;6.1227,62.1736,6.2064,62.1922
2652;FV5906;F;4;6.0934,62.2772,6.157,62.3039
2653;FV5908;F;4;6.1433,62.3144,6.1637,62.3248
2654;FV5910;F;4;6.2663,62.3368,6.2791,62.3607
2655;FV5912;F;4;6.3314,62.1792,6.5344,62.3749
2656;FV5914;F;4;6.3311,62.3581,6.5765,62.398
2657;FV5916;F;4;6.5824,62.3951,6.7887,62.4326
2658;FV5918;F;4;6.6244,62.2907,6.6724,62.3083
2659;FV5920;F;4;6.8722,62.0201,7.022,62.0833
2660;FV5922;F;4;6.8563,62.2656,6.903,62.2951
2661;FV5924;F;4;6.9365,62.2807,6.9866,62.3086
2662;FV5926;F;4;7.1718,62.2381,7.2635,62.2626
2663;FV5928;F;4;7.2626,62.2325,7.4312,62.298
2664;FV5930;F;4;7.3066,62.2933,7.3216,62.3004
2665;FV5932;F;4;7.2906,62.313,7.3903,62.3372
2666;FV5934;F;4;7.0866,62.368,7.2152,62.4087
2667;FV5936;F;4;6.8989,62.4523,6.9766,62.457
2668;FV5940;F;4;6.7182,62.4826,6.8208,62.5016
2669;FV5942;F;4;6.5781,62.5047,6.7436,62.5454
2670;FV5946;F;4;6.3645,62.4677,6.6045,62.5017
2671;FV5948;F;4;6.3539,62.4622,6.5138,62.4848
2672;FV5950;F;4;5.9759,62.4643,6.043,62.4834
2673;FV5952;F;4;5.9759,62.4728,6.0395,62.4857
2674;FV5954;F;4;6.0386,62.4987,6.0632,62.5102
2675;FV5956;F;4;6.0411,62.5024,6.0572,62.5061
2676;FV5957;F;4;6.0387,62.4809,6.1061,62.51
2677;FV5958;F;4;6.1036,62.4951,6.2053,62.5296
2678;FV5960;F;4;6.041,62.5406,6.1212,62.5654
2679;FV5962;F;4;6.041,62.5406,6.1133,62.5719
2680;FV5964;F;4;6.1133,62.5599,6.1276,62.5838
2681;FV5966;F;4;6.4628,62.5564,6.6097,62.6205
2682;FV5970;F;4;6.6171,62.5558,6.8536,62.6191
2683;FV5972;F;4;6.1616,62.6045,6.2206,62.6352
2684;FV5974;F;4;6.1874,62.6303,6.2758,62.6566
2685;FV5978;F;4;7.0146,62.6139,7.0927,62.6237
2686;FV5980;F;4;6.9143,62.615,6.9541,62.6482
2687;FV5981;F;4;7.1008,62.5205,7.1552,62.613
2688;FV5982;F;4;7.1345,62.4805,7.1763,62.5207
2689;FV5984;F;4;7.1159,62.4984,7.1425,62.5224
2690;FV5986;F;4;7.288,62.5862,7.3571,62.6073
2691;FV5988;F;4;7.3916,62.52,7.4457,62.5377
2692;FV599;F;3;11.1869,59.1728,11.3805,59.2459
2693;FV5990;F;4;7.4913,62.4466,7.5646,62.4975
