;vegnr;vegkategori;Antall siffer;bbox
0;EV10;E;2;12.9772,67.8792,18.1068,68.6337
1;EV105;E;3;30.0048,69.6576,30.2047,69.6873
2;EV12;E;2;14.131,66.1355,14.5912,66.3246
3;EV134;E;3;5.22,59.3379,10.7396,59.9265
4;EV136;E;3;6.1357,62.0757,9.1292,62.6225
5;EV14;E;2;10.912,63.3363,12.0594,63.4683
6;EV16;E;2;5.3224,59.8882,12.5135,61.21
7;EV18;E;2;7.9786,58.1414,11.749,59.9216
8;EV39;E;2;5.2563,58.0298,10.3029,63.3334
9;EV45;E;2;23.0356,68.665,23.66,69.957
10;EV6;E;1;9.1207,59.0944,30.0754,70.4795
11;EV69;E;2;25.039,70.4738,25.973,71.1678
12;EV75;E;2;27.0317,69.9108,31.1066,70.3741
13;EV8;E;1;18.9011,69.1118,20.7573,69.6836
14;FV1002;F;4;11.0286,59.6745,11.0662,59.6803
15;FV1006;F;4;11.0124,59.6451,11.0915,59.6687
16;FV1008;F;4;11.0105,59.6521,11.0253,59.6654
17;FV1010;F;4;10.8726,59.6609,11.0053,59.7098
18;FV1016;F;4;11.0312,59.5906,11.0695,59.6243
19;FV1018;F;4;10.9164,59.6057,10.9996,59.6482
20;FV102;F;3;11.4614,58.9443,11.5099,58.9767
21;FV1020;F;4;10.833,59.6031,10.9105,59.6452
22;FV1022;F;4;10.8485,59.5459,10.8868,59.5801
23;FV1024;F;4;10.8096,59.5574,10.8413,59.5806
24;FV1026;F;4;10.7507,59.4917,10.8193,59.5306
25;FV1028;F;4;11.1007,59.6612,11.1533,59.6718
26;FV103;F;3;11.4187,59.1079,11.4437,59.1263
27;FV1030;F;4;11.0806,59.6224,11.2133,59.7637
28;FV1032;F;4;11.0374,59.5542,11.0807,59.5655
29;FV1034;F;4;11.0011,59.5248,11.0692,59.5874
30;FV1036;F;4;10.8714,59.4767,11.1612,59.525
31;FV1038;F;4;10.999,59.4716,11.0226,59.5208
32;FV104;F;3;11.2774,59.1248,11.3622,59.1402
33;FV1040;F;4;11.0976,59.4874,11.146,59.5295
34;FV1042;F;4;11.165,59.4961,11.1944,59.5075
35;FV1044;F;4;11.1631,59.4689,11.2079,59.5323
36;FV1046;F;4;11.1757,59.4719,11.2112,59.497
37;FV1048;F;4;11.1052,59.4388,11.1782,59.4846
38;FV1050;F;4;10.95,59.43,11.0181,59.4809
39;FV1054;F;4;10.8054,59.507,10.8421,59.5309
40;FV1056;F;4;10.8278,59.4404,10.8632,59.4719
41;FV1058;F;4;10.685,59.4876,10.6985,59.5211
42;FV106;F;3;11.6312,59.138,11.7778,59.1478
43;FV1060;F;4;10.6421,59.4334,10.6531,59.4664
44;FV1064;F;4;10.6606,59.3906,10.6919,59.4236
45;FV1066;F;4;10.6922,59.3766,10.7558,59.3959
46;FV1068;F;4;10.6845,59.3709,10.712,59.3813
47;FV107;F;3;10.9701,59.184,11.0906,59.2597
48;FV1072;F;4;10.7241,59.3563,10.7499,59.3772
49;FV1074;F;4;10.6709,59.3784,10.6728,59.3918
50;FV1076;F;4;10.7308,59.3121,10.7797,59.3456
51;FV1078;F;4;10.7953,59.3394,10.8599,59.35
52;FV108;F;3;10.9036,59.0252,11.037,59.224
53;FV1082;F;4;10.7835,59.264,10.8101,59.3071
54;FV1084;F;4;10.8885,59.3036,10.9732,59.3106
55;FV1086;F;4;10.8831,59.3234,10.9335,59.3403
56;FV1088;F;4;10.9464,59.3544,11.0659,59.3736
57;FV109;F;3;10.9415,59.2146,11.1251,59.2833
58;FV1094;F;4;10.7362,59.2643,10.7756,59.2766
59;FV1096;F;4;10.766,59.2696,10.7744,59.2758
60;FV1098;F;4;10.736,59.2517,10.7909,59.2653
61;FV1100;F;4;10.8067,59.2647,10.8589,59.2664
62;FV1102;F;4;10.853,59.2532,10.8963,59.2904
63;FV1104;F;4;10.8251,59.1959,10.9286,59.2635
64;FV1106;F;4;10.8386,59.1716,10.8507,59.1842
65;FV1108;F;4;10.8735,59.1847,10.9044,59.2329
66;FV1110;F;4;10.9639,59.207,11.0013,59.2316
67;FV1114;F;4;10.8889,59.1842,10.9143,59.2004
68;FV1116;F;4;10.9312,59.1678,10.9427,59.1903
69;FV1118;F;4;10.8729,59.0799,10.904,59.11
70;FV112;F;3;10.9558,59.2685,11.0239,59.3267
71;FV1120;F;4;10.8439,59.0897,10.8729,59.1042
72;FV1122;F;4;10.8542,59.1059,10.8762,59.1171
73;FV1124;F;4;10.9258,59.0937,10.9419,59.0976
74;FV1126;F;4;10.9023,59.0688,10.9258,59.0948
75;FV1128;F;4;10.9381,59.0749,10.9518,59.0829
76;FV113;F;3;11.0016,59.2243,11.0407,59.2318
77;FV1130;F;4;10.918,59.055,10.9447,59.0583
78;FV1132;F;4;10.9471,59.037,10.954,59.0519
79;FV1134;F;4;10.9443,59.0587,10.959,59.0612
80;FV1136;F;4;11.0042,59.0315,11.0324,59.0756
81;FV1138;F;4;11.0033,59.0374,11.0092,59.0594
82;FV114;F;3;11.0334,59.2667,11.1225,59.4344
83;FV1140;F;4;10.9954,59.0443,11.0383,59.0801
84;FV1142;F;4;11.033,59.0449,11.0847,59.0723
85;FV1144;F;4;11.0309,59.0369,11.0526,59.0418
86;FV1146;F;4;11.0925,59.2605,11.1012,59.2698
87;FV1148;F;4;11.0725,59.2436,11.0794,59.2597
88;FV115;F;3;10.7746,59.4224,11.563,59.887
89;FV1150;F;4;11.036,59.2257,11.0474,59.2571
90;FV1152;F;4;10.9977,59.2187,11.0132,59.2272
91;FV1154;F;4;11.0245,59.172,11.0407,59.1883
92;FV1156;F;4;11.0407,59.1417,11.0922,59.1875
93;FV1158;F;4;11.0975,59.2085,11.1104,59.2553
94;FV116;F;3;10.7563,59.2471,10.8975,59.3703
95;FV1160;F;4;11.1072,59.2226,11.1915,59.2606
96;FV1162;F;4;11.0899,59.3199,11.1622,59.3798
97;FV1164;F;4;11.1116,59.2861,11.1346,59.3515
98;FV1166;F;4;10.9703,59.3139,11.0182,59.3279
99;FV1168;F;4;11.0259,59.2645,11.0942,59.2735
100;FV117;F;3;10.791,59.1842,10.9103,59.2544
101;FV1170;F;4;11.038,59.2935,11.0628,59.3054
102;FV1174;F;4;11.1392,59.2359,11.1572,59.2733
103;FV1176;F;4;11.1639,59.2146,11.169,59.2317
104;FV1178;F;4;11.1364,59.153,11.1572,59.2041
105;FV118;F;3;10.6605,59.0976,11.2823,59.4331
106;FV1180;F;4;11.1711,59.1926,11.1845,59.2149
107;FV1182;F;4;11.186,59.1882,11.1898,59.2133
108;FV1184;F;4;11.1851,59.1529,11.2036,59.1795
109;FV1186;F;4;11.1952,59.1351,11.2426,59.1543
110;FV1188;F;4;11.2313,59.208,11.2872,59.2129
111;FV119;F;3;10.6638,59.3211,10.7335,59.4343
112;FV1190;F;4;11.1991,59.1999,11.2418,59.2316
113;FV1194;F;4;11.2066,59.2439,11.2839,59.2832
114;FV1196;F;4;11.2205,59.2753,11.3022,59.3004
115;FV1198;F;4;11.097,59.1867,11.1091,59.2085
116;FV120;F;3;10.7045,59.4454,11.1884,60.4088
117;FV1200;F;4;11.1668,59.312,11.2282,59.3528
118;FV1202;F;4;11.2225,59.3571,11.2503,59.3733
119;FV1204;F;4;11.1864,59.3792,11.2175,59.3977
120;FV1206;F;4;11.2178,59.2991,11.2514,59.3223
121;FV1208;F;4;11.2384,59.363,11.2817,59.3967
122;FV121;F;3;10.8396,59.4839,10.8841,59.4971
123;FV1210;F;4;11.2259,59.4315,11.2848,59.4557
124;FV1212;F;4;11.3014,59.4319,11.3499,59.5097
125;FV1214;F;4;11.3001,59.3006,11.409,59.3807
126;FV1216;F;4;11.3006,59.3246,11.3105,59.3751
127;FV1218;F;4;11.3804,59.358,11.4189,59.3879
128;FV122;F;3;11.0398,59.527,11.1511,59.6862
129;FV1220;F;4;11.4251,59.2559,11.464,59.3318
130;FV1222;F;4;11.4226,59.3533,11.4817,59.3652
131;FV1224;F;4;11.4373,59.3428,11.4837,59.3643
132;FV1226;F;4;11.4097,59.3755,11.4708,59.4127
133;FV1228;F;4;11.4708,59.3849,11.5486,59.3973
134;FV123;F;3;11.3776,59.5618,11.5965,59.643
135;FV1230;F;4;11.4254,59.4133,11.4535,59.4382
136;FV1232;F;4;11.3476,59.4098,11.3807,59.4158
137;FV1234;F;4;11.2754,59.4711,11.3817,59.4785
138;FV1236;F;4;11.3184,59.4771,11.3545,59.506
139;FV1238;F;4;11.3791,59.4897,11.4106,59.4923
140;FV124;F;3;11.2118,59.3007,11.6721,59.5773
141;FV1240;F;4;11.2614,59.504,11.3965,59.5496
142;FV1242;F;4;11.1658,59.5238,11.2496,59.5608
143;FV1244;F;4;11.2202,59.5375,11.2388,59.5622
144;FV1246;F;4;11.2576,59.5381,11.3121,59.6102
145;FV125;F;3;11.4182,59.6074,11.6151,59.7268
146;FV1250;F;4;11.3093,59.5449,11.3487,59.5467
147;FV1252;F;4;11.3191,59.5717,11.3423,59.6162
148;FV1254;F;4;11.3934,59.5841,11.4236,59.6156
149;FV1256;F;4;11.4227,59.5325,11.4391,59.5523
150;FV1258;F;4;11.4442,59.5471,11.4581,59.5763
151;FV126;F;3;11.8005,59.6526,11.8622,59.6756
152;FV1260;F;4;11.2904,59.5155,11.3038,59.5355
153;FV1262;F;4;11.24,59.567,11.3022,59.6042
154;FV1264;F;4;11.129,59.5615,11.1678,59.5819
155;FV1266;F;4;11.1563,59.5775,11.2103,59.6368
156;FV1268;F;4;11.1761,59.6054,11.1904,59.6283
157;FV1270;F;4;11.1713,59.5847,11.3193,59.6264
158;FV1272;F;4;11.1857,59.6101,11.2333,59.6306
159;FV1274;F;4;11.2267,59.6037,11.2379,59.6584
160;FV1276;F;4;11.2028,59.6348,11.2269,59.6474
161;FV1278;F;4;11.2878,59.6545,11.3116,59.6835
162;FV128;F;3;10.9229,59.4775,11.747,59.6472
163;FV1280;F;4;11.2503,59.6687,11.2948,59.6876
164;FV1282;F;4;11.2601,59.7566,11.2917,59.7585
165;FV1284;F;4;11.2946,59.7281,11.4088,59.7589
166;FV1286;F;4;11.2954,59.6684,11.3789,59.7042
167;FV1288;F;4;11.3102,59.6722,11.3221,59.6885
168;FV129;F;3;11.3252,59.5487,11.349,59.5762
169;FV1290;F;4;11.326,59.6439,11.3375,59.6837
170;FV1292;F;4;11.3872,59.6424,11.4475,59.6697
171;FV1294;F;4;11.3681,59.6356,11.4091,59.6593
172;FV1296;F;4;11.3612,59.6187,11.3876,59.6518
173;FV1298;F;4;11.3389,59.6193,11.3716,59.6449
174;FV130;F;3;10.9781,59.2039,11.1894,59.2258
175;FV1300;F;4;11.3237,59.6142,11.401,59.6247
176;FV1302;F;4;11.8041,59.7243,11.8215,59.7389
177;FV1304;F;4;11.8126,59.7454,11.8257,59.7554
178;FV1306;F;4;11.6025,59.6087,11.6165,59.6319
179;FV1308;F;4;11.5551,59.5393,11.5912,59.6054
180;FV1310;F;4;11.6831,59.404,11.7227,59.478
181;FV1312;F;4;11.6692,59.4018,11.7732,59.4152
182;FV1314;F;4;11.6898,59.3611,11.7022,59.4018
183;FV1316;F;4;11.6354,59.3384,11.6532,59.4846
184;FV1318;F;4;11.642,59.2056,11.6917,59.3023
185;FV1320;F;4;11.6827,59.2205,11.7561,59.257
186;FV1322;F;4;11.7069,59.1432,11.753,59.2205
187;FV1324;F;4;11.4663,59.1714,11.6748,59.2128
188;FV1328;F;4;11.4806,59.0377,11.5854,59.0697
189;FV1330;F;4;11.6396,58.9457,11.6849,58.9906
190;FV1332;F;4;11.3979,59.1374,11.4564,59.1501
191;FV1334;F;4;11.4478,59.1327,11.5225,59.1841
192;FV1336;F;4;11.381,59.1265,11.449,59.14
193;FV1338;F;4;11.4366,59.2054,11.4718,59.2399
194;FV1340;F;4;11.2562,59.1443,11.3222,59.1935
195;FV1342;F;4;11.3199,59.1423,11.3407,59.19
196;FV1344;F;4;11.3407,59.1395,11.3751,59.1682
197;FV1346;F;4;11.32,59.1219,11.3314,59.1386
198;FV1348;F;4;11.2886,59.1236,11.3202,59.1337
199;FV1350;F;4;11.2274,59.0926,11.2555,59.111
200;FV1356;F;4;10.6873,59.5213,10.735,59.6024
201;FV1357;F;4;10.7365,59.5305,10.7503,59.6023
202;FV1358;F;4;10.7502,59.5446,10.8339,59.6666
203;FV1359;F;4;10.7467,59.5819,10.8107,59.5989
204;FV1360;F;4;10.7468,59.6024,10.8202,59.6206
205;FV1361;F;4;10.7363,59.5987,10.7469,59.6247
206;FV1362;F;4;10.8881,59.6482,10.8915,59.6723
207;FV1363;F;4;10.6554,59.5986,10.6971,59.6116
208;FV1364;F;4;10.8472,59.6388,10.8762,59.6494
209;FV1365;F;4;10.6833,59.6018,10.7327,59.6577
210;FV1366;F;4;10.8173,59.6478,10.919,59.6637
211;FV1367;F;4;10.9188,59.6536,10.9471,59.6654
212;FV1368;F;4;10.8379,59.6813,10.8836,59.7145
213;FV1370;F;4;10.8669,59.6732,10.8868,59.723
214;FV1371;F;4;10.8381,59.7103,10.8726,59.7151
215;FV1372;F;4;10.8209,59.7205,10.8307,59.7551
216;FV1373;F;4;10.8387,59.7163,10.8472,59.7215
217;FV1374;F;4;10.8368,59.7465,10.8511,59.7834
218;FV1375;F;4;10.851,59.7755,10.8894,59.7945
219;FV1376;F;4;10.9105,59.7782,10.9479,59.7922
220;FV1378;F;4;10.7956,59.7195,10.8356,59.7207
221;FV1380;F;4;10.88,59.7408,10.9408,59.8129
222;FV1381;F;4;10.6799,59.66,10.7119,59.684
223;FV1382;F;4;10.7961,59.6399,10.8002,59.6647
224;FV1383;F;4;10.7316,59.7173,10.7764,59.7475
225;FV1384;F;4;10.7382,59.7013,10.7712,59.7068
226;FV1385;F;4;10.7712,59.6649,10.7837,59.7242
227;FV1386;F;4;10.7705,59.7566,10.7837,59.8237
228;FV1388;F;4;10.8313,59.6319,10.8472,59.6383
229;FV1390;F;4;10.6688,59.684,10.7346,59.6922
230;FV1392;F;4;10.6562,59.6947,10.6656,59.7194
231;FV1394;F;4;10.6896,59.7558,10.7099,59.7921
232;FV1396;F;4;10.6964,59.746,10.7162,59.7522
233;FV1398;F;4;10.5941,59.7146,10.6892,59.738
234;FV1399;F;4;10.6181,59.7037,10.6236,59.7192
235;FV1402;F;4;10.5919,59.7476,10.6123,59.753
236;FV1404;F;4;10.6341,59.7522,10.6386,59.795
237;FV1406;F;4;10.6157,59.795,10.6906,59.8056
238;FV1408;F;4;10.656,59.8462,10.6712,59.8504
239;FV1410;F;4;10.6741,59.832,10.6887,59.8435
240;FV1412;F;4;10.618,59.8184,10.6346,59.8233
241;FV1413;F;4;10.6519,59.8505,10.6557,59.8607
242;FV1414;F;4;10.7337,59.7804,10.7713,59.8281
243;FV1416;F;4;10.776,59.8045,10.797,59.8126
244;FV1418;F;4;10.8062,59.7948,10.84,59.8061
245;FV1420;F;4;10.7996,59.7865,10.8203,59.797
246;FV1422;F;4;10.8064,59.8114,10.8101,59.8252
247;FV1424;F;4;10.4871,59.8552,10.5219,59.8891
248;FV1428;F;4;10.5601,59.902,10.6015,59.9264
249;FV1430;F;4;10.4561,59.9223,10.4597,59.923
250;FV1432;F;4;10.5006,59.8792,10.5152,59.893
251;FV1434;F;4;10.4696,59.874,10.5007,59.8877
252;FV1436;F;4;10.2905,59.8048,10.4798,59.8582
253;FV1438;F;4;10.4466,59.7937,10.4854,59.8074
254;FV1439;F;4;10.3648,59.7855,10.4482,59.8196
255;FV1440;F;4;10.4454,59.7792,10.4881,59.784
256;FV1442;F;4;10.4428,59.8146,10.465,59.8183
257;FV1444;F;4;10.441,59.8244,10.4699,59.8303
258;FV1446;F;4;10.3667,59.82,10.4069,59.83
259;FV1448;F;4;10.42,59.8363,10.4456,59.8554
260;FV1450;F;4;11.4422,59.6285,11.5166,59.7185
261;FV1452;F;4;11.5353,59.7064,11.7251,59.7996
262;FV1454;F;4;11.4879,59.7192,11.5687,59.8742
263;FV1455;F;4;11.4866,59.8188,11.5218,59.8219
264;FV1456;F;4;11.4454,59.7237,11.4678,59.7529
265;FV1458;F;4;11.3934,59.7466,11.4351,59.8047
266;FV1460;F;4;11.4657,59.7864,11.5222,59.7952
267;FV1461;F;4;11.4601,59.7668,11.4951,59.7868
268;FV1462;F;4;11.525,59.854,11.5537,59.8714
269;FV1464;F;4;11.5621,59.8833,11.5744,59.886
270;FV1465;F;4;11.5318,59.8854,11.5924,59.9271
271;FV1466;F;4;11.5924,59.9034,11.8817,59.9552
272;FV1468;F;4;11.465,59.9254,11.7747,59.9929
273;FV1469;F;4;11.4392,59.9263,11.4633,59.9332
274;FV1470;F;4;11.4317,59.9276,11.4906,59.9627
275;FV1471;F;4;11.4859,59.9287,11.5473,59.9498
276;FV1472;F;4;11.3694,59.9275,11.4428,59.9643
277;FV1473;F;4;11.3971,59.9334,11.4054,59.9457
278;FV1474;F;4;11.4554,59.9169,11.5056,59.9271
279;FV1475;F;4;11.317,59.952,11.331,59.9882
280;FV1477;F;4;11.3517,59.8051,11.3871,59.8362
281;FV1478;F;4;11.7906,59.8378,11.8424,59.8692
282;FV1480;F;4;11.3113,59.9987,11.3825,60.0079
283;FV1481;F;4;11.3007,59.9986,11.3404,60.0338
284;FV1482;F;4;11.3292,60.0338,11.3775,60.0449
285;FV1483;F;4;10.8727,60.0894,10.8878,60.0902
286;FV1484;F;4;11.0534,60.0243,11.1001,60.0477
287;FV1485;F;4;10.8634,60.1025,10.877,60.1047
288;FV1486;F;4;11.113,60.037,11.1512,60.0711
289;FV1488;F;4;11.1431,60.0263,11.1884,60.0798
290;FV1490;F;4;11.2259,60.0211,11.2762,60.0916
291;FV1491;F;4;11.2348,60.027,11.3148,60.0451
292;FV1492;F;4;11.1886,59.9358,11.2216,59.9685
293;FV1494;F;4;11.0979,59.9981,11.1167,60.0225
294;FV1496;F;4;11.0119,59.9805,11.1736,60.1645
295;FV1497;F;4;11.1571,59.9247,11.1661,59.9418
296;FV1498;F;4;11.1612,59.9008,11.1707,59.9228
297;FV1499;F;4;11.1304,59.9138,11.1473,59.9215
298;FV1500;F;4;11.1022,59.9215,11.158,59.956
299;FV1501;F;4;11.133,59.9296,11.1651,59.9377
300;FV1502;F;4;11.0258,59.9457,11.0288,59.9522
301;FV1504;F;4;11.0146,59.9291,11.035,59.9407
302;FV1506;F;4;11.0127,59.9494,11.0441,59.9531
303;FV1508;F;4;11.0604,59.934,11.0622,59.9391
304;FV151;F;3;10.6959,59.5146,10.841,59.556
305;FV1510;F;4;11.1304,59.7331,11.1689,59.7351
306;FV1512;F;4;11.0701,59.7082,11.0968,59.7229
307;FV1513;F;4;11.1179,59.7615,11.1454,59.7718
308;FV1514;F;4;10.9432,59.9438,10.9466,59.9448
309;FV1515;F;4;10.9573,59.8901,10.9827,59.9142
310;FV1516;F;4;10.9586,59.9145,11.0199,59.9457
311;FV1517;F;4;10.9316,59.9092,10.9616,59.9364
312;FV1518;F;4;11.0363,59.9516,11.0414,59.9545
313;FV1519;F;4;10.9364,59.928,11.0119,59.9514
314;FV152;F;3;10.6308,59.6564,10.8464,59.824
315;FV1520;F;4;10.9688,59.9205,10.9777,59.9287
316;FV1521;F;4;10.9444,59.9181,10.9472,59.9294
317;FV1522;F;4;10.9471,59.9359,10.9943,59.9447
318;FV1523;F;4;10.9656,59.9283,10.973,59.9364
319;FV1524;F;4;10.9866,59.9326,11.0006,59.9344
320;FV1525;F;4;10.9784,59.933,10.9829,59.9374
321;FV1528;F;4;11.0028,59.9418,11.0151,59.9487
322;FV1529;F;4;11.0105,59.9218,11.0736,59.9479
323;FV1530;F;4;10.9722,59.9504,11.0055,59.9805
324;FV1531;F;4;11.045,59.9543,11.0487,59.958
325;FV1532;F;4;11.0505,59.9546,11.0722,59.9562
326;FV1533;F;4;11.0164,59.9546,11.0414,59.9576
327;FV1534;F;4;10.9178,60.0035,11.0267,60.0132
328;FV1535;F;4;11.0595,59.9632,11.0979,59.9988
329;FV1536;F;4;10.8957,59.9891,10.9313,60.0272
330;FV1537;F;4;11.044,59.9915,11.0778,59.9986
331;FV1538;F;4;10.8304,60.0539,10.8978,60.1247
332;FV1539;F;4;11.0979,59.9844,11.1309,59.9981
333;FV154;F;3;10.7834,59.71,11.0156,59.7409
334;FV1540;F;4;11.0177,60.0734,11.03,60.1002
335;FV1541;F;4;10.9465,59.9815,10.9817,60.0056
336;FV1542;F;4;11.0346,60.0716,11.1431,60.0819
337;FV1543;F;4;10.824,60.1166,10.8362,60.1246
338;FV1544;F;4;11.05,60.0819,11.0884,60.1076
339;FV1545;F;4;10.8114,60.123,10.8267,60.1315
340;FV1546;F;4;11.039,60.0971,11.0632,60.137
341;FV1547;F;4;10.8661,60.0504,10.8816,60.0587
342;FV1548;F;4;11.1547,60.0804,11.3037,60.1231
343;FV1549;F;4;10.9993,60.0694,11.0389,60.1024
344;FV155;F;3;10.8903,59.7224,11.0556,59.8179
345;FV1550;F;4;11.1442,60.0822,11.1639,60.1155
346;FV1551;F;4;11.1635,60.1652,11.2058,60.3287
347;FV1552;F;4;11.179,60.0809,11.2146,60.141
348;FV1553;F;4;11.1562,60.133,11.164,60.1446
349;FV1554;F;4;11.2126,60.0915,11.2682,60.1839
350;FV1555;F;4;11.1906,60.1904,11.2658,60.2413
351;FV1556;F;4;11.1591,60.1416,11.177,60.1478
352;FV1557;F;4;11.216,60.13,11.2402,60.1411
353;FV1559;F;4;11.1268,60.1552,11.1638,60.1844
354;FV156;F;3;10.6554,59.707,10.8333,59.8703
355;FV1560;F;4;11.0852,60.1844,11.1842,60.2268
356;FV1562;F;4;11.138,60.2046,11.1908,60.2399
357;FV1563;F;4;11.3392,60.0987,11.3668,60.129
358;FV1564;F;4;11.2756,60.0637,11.3561,60.0757
359;FV1565;F;4;11.3541,60.1193,11.4192,60.1316
360;FV1566;F;4;11.0816,60.1643,11.157,60.1782
361;FV1568;F;4;11.1079,60.1512,11.1341,60.1668
362;FV157;F;3;10.5873,59.7342,10.6918,59.86
363;FV1570;F;4;11.3925,60.0555,11.484,60.1211
364;FV1572;F;4;11.4849,60.0231,11.7951,60.1304
365;FV1573;F;4;11.4678,60.1087,11.5539,60.1206
366;FV1574;F;4;11.2547,60.1533,11.4159,60.3254
367;FV1575;F;4;11.3436,60.1299,11.3716,60.1635
368;FV1576;F;4;11.4224,60.1667,11.5121,60.2711
369;FV1577;F;4;11.4822,60.1782,11.5104,60.2014
370;FV1578;F;4;11.5659,60.2287,11.668,60.2425
371;FV1579;F;4;11.561,60.2338,11.5907,60.2515
372;FV158;F;3;10.9865,59.9351,11.0166,59.9785
373;FV1580;F;4;11.3711,60.2025,11.4244,60.2447
374;FV1581;F;4;11.5273,60.1649,11.5373,60.1836
375;FV1582;F;4;11.2001,60.2483,11.2584,60.3202
376;FV1583;F;4;11.5115,60.187,11.5659,60.2391
377;FV1584;F;4;11.1989,60.2538,11.2141,60.2911
378;FV1585;F;4;11.1949,60.3305,11.2177,60.3914
379;FV1586;F;4;11.179,60.2751,11.242,60.2924
380;FV1587;F;4;11.4228,60.1921,11.4589,60.2036
381;FV1588;F;4;11.1922,60.2914,11.2296,60.3241
382;FV1590;F;4;11.0966,60.2661,11.1681,60.2978
383;FV1591;F;4;11.2324,60.4012,11.2433,60.5
384;FV1592;F;4;11.1465,60.3031,11.1671,60.3134
385;FV1593;F;4;11.1732,60.2466,11.1999,60.2482
386;FV1594;F;4;11.2894,60.3115,11.2987,60.3332
387;FV1595;F;4;11.171,60.2846,11.1841,60.2871
388;FV1596;F;4;11.1905,60.3281,11.2074,60.3721
389;FV1597;F;4;11.1678,60.2919,11.1847,60.3156
390;FV1598;F;4;11.2428,60.3945,11.2586,60.4112
391;FV1599;F;4;11.1725,60.3019,11.1946,60.3065
392;FV160;F;3;10.4589,59.9058,10.6258,59.9273
393;FV1600;F;4;11.2355,60.5,11.2954,60.6165
394;FV1602;F;4;11.0657,60.4011,11.1892,60.4357
395;FV1603;F;4;10.9459,60.1363,11.0241,60.2366
396;FV1604;F;4;11.1557,60.2871,11.1706,60.2895
397;FV1605;F;4;10.991,60.169,11.0303,60.1737
398;FV1606;F;4;10.6126,60.2577,11.0318,60.3239
399;FV1607;F;4;10.9753,60.1908,11.0054,60.199
400;FV1608;F;4;11.0044,60.191,11.0346,60.2137
401;FV1609;F;4;10.9764,60.2349,10.9963,60.2672
402;FV161;F;3;10.5089,59.8984,10.5148,59.9026
403;FV1610;F;4;10.9927,60.3472,11.0131,60.3681
404;FV1611;F;4;11.0137,60.2206,11.0806,60.2259
405;FV1612;F;4;10.9477,60.435,11.0654,60.4882
406;FV1613;F;4;11.0432,60.4274,11.0646,60.449
407;FV1615;F;4;11.0454,60.463,11.0677,60.4671
408;FV1618;F;4;10.4754,59.942,10.508,59.9626
409;FV1620;F;4;10.6096,59.9086,10.6207,59.9098
410;FV1621;F;4;10.5815,59.9004,10.6339,59.9124
411;FV1623;F;4;10.5487,59.8949,10.5655,59.9034
412;FV1624;F;4;10.5657,59.9039,10.5737,59.9071
413;FV1626;F;4;10.5152,59.8912,10.5618,59.91
414;FV1628;F;4;10.55,59.8932,10.5816,59.9289
415;FV1629;F;4;10.5274,59.9017,10.5341,59.9081
416;FV1630;F;4;10.5777,59.9055,10.6097,59.9198
417;FV1632;F;4;10.6201,59.9135,10.6342,59.9509
418;FV1633;F;4;10.6353,59.9105,10.641,59.9139
419;FV1634;F;4;10.6016,59.9097,10.6264,59.9209
420;FV1636;F;4;10.6012,59.93,10.6139,59.9488
421;FV1638;F;4;10.596,59.928,10.6201,59.9306
422;FV164;F;3;10.5098,59.8909,10.5501,59.9077
423;FV1640;F;4;10.5864,59.9188,10.6269,59.9428
424;FV1642;F;4;10.4932,59.8939,10.5128,59.9078
425;FV1644;F;4;10.4919,59.9051,10.4984,59.9133
426;FV1646;F;4;10.4747,59.9004,10.4951,59.9086
427;FV1648;F;4;10.5155,59.8877,10.5297,59.8912
428;FV165;F;3;10.4128,59.7392,10.4923,59.857
429;FV1654;F;4;10.4863,61.0067,10.5638,61.0428
430;FV1656;F;4;10.5484,61.0265,10.6555,61.0944
431;FV1658;F;4;10.4981,60.9662,10.6598,61.0415
432;FV166;F;3;10.6187,59.8921,10.6292,59.9086
433;FV1660;F;4;10.5564,61.0246,10.5615,61.0251
434;FV1662;F;4;10.5454,61.0353,10.5692,61.0464
435;FV1664;F;4;10.635,60.9986,10.8484,61.1301
436;FV1666;F;4;10.5901,60.9967,10.7971,61.0429
437;FV1668;F;4;10.6438,60.9743,10.7752,61.0004
438;FV167;F;3;10.4354,59.7531,10.45,59.8346
439;FV1670;F;4;10.665,60.986,10.6893,60.999
440;FV1672;F;4;10.6555,60.9557,10.7541,60.9891
441;FV1674;F;4;10.6772,60.9543,10.6829,60.9613
442;FV1676;F;4;10.7304,60.9421,10.7756,60.9743
443;FV168;F;3;10.4223,59.9069,10.634,59.9527
444;FV1680;F;4;10.7815,60.8415,10.8376,60.9108
445;FV1684;F;4;10.7678,60.9137,10.9055,60.9521
446;FV1688;F;4;10.8516,60.8954,10.8768,60.9164
447;FV169;F;3;11.2207,59.7955,11.4661,59.8795
448;FV17;F;2;11.193,64.069,14.7654,67.2954
449;FV170;F;3;11.184,59.8444,11.7177,59.9526
450;FV1700;F;4;10.7555,60.7693,10.9054,60.795
451;FV1702;F;4;10.9413,60.7195,11.0126,60.7621
452;FV1704;F;4;10.8408,60.783,10.9374,60.8036
453;FV1706;F;4;10.8976,60.7621,10.9478,60.8289
454;FV1708;F;4;10.87,60.7949,10.8839,60.8233
455;FV171;F;3;11.1076,59.9336,11.4391,60.0348
456;FV1710;F;4;10.9436,60.8926,10.985,60.9939
457;FV1712;F;4;10.9123,60.9189,10.9786,60.9419
